Record Type,PO Number,PO Number.1,PO Number.2,Chg,Com,Type,Conf,Order Date,Buyer,Account Number,Supplier,Curr,Item,Commodity Code,Description,Qty,Un,Order Value,Amount Invoiced,Unnamed: 20,WBS Code,Contract,Remarks
ttOrder,3093/M00080,3093/M00080,3093/M00080,V001,Y,N,Y,05/10/2023,cmacdonald,TRAD10,Tradeline Site Solutions,AUD,2.0,MATS-001,T-top Bollard 8KG Base only,300.0,EA,4173.0,4173.0,,PPPPWIP,3093.0,Order Complete
ttOrder,3093/M00080,3093/M00080,3093/M00080,V001,Y,N,Y,05/10/2023,cmacdonald,TRAD10,Tradeline Site Solutions,AUD,3.0,MATS-001,Delivery,1.0,EA,300.0,300.0,,PPPPWIP,3093.0,Order Complete
ttOrder,3093/M00081,3093/M00081,3093/M00081,V001,Y,N,Y,21/09/2023,cmacdonald,HAR022,Harvey's Towing (Qld) Pty Ltd,AUD,1.0,MATS-001,SC82 - Transport Rathdowney to Oakey,1.0,EA,1136.36,1136.36,,N008003,3093.0,Order Complete
ttOrder,3093/M00082,3093/M00082,3093/M00082,V001,N,N,Y,15/09/2023,bstormon,RET003,Retracom Holdings Pty Ltd,AUD,1.0,MATS-001,Ablution block 4.8x3.1,1.0,EA,135.0,0.0,,PPPPWIP,3093.0,Order Complete
ttOrder,3093/M00082,3093/M00082,3093/M00082,V001,N,N,Y,15/09/2023,bstormon,RET003,Retracom Holdings Pty Ltd,AUD,2.0,MATS-001,Waste tank 4500L,1.0,EA,90.0,0.0,,PPPPWIP,3093.0,Order Complete
ttOrder,3093/M00082,3093/M00082,3093/M00082,V001,N,N,Y,15/09/2023,bstormon,RET003,Retracom Holdings Pty Ltd,AUD,3.0,MATS-001,landing (step),2.0,EA,0.0,0.0,,PPPPWIP,3093.0,Order Complete
ttOrder,3093/M00082,3093/M00082,3093/M00082,V001,N,N,Y,15/09/2023,bstormon,RET003,Retracom Holdings Pty Ltd,AUD,4.0,MATS-001,Cleaning fee,1.0,EA,136.0,0.0,,PPPPWIP,3093.0,Order Complete
ttOrder,3093/M00082,3093/M00082,3093/M00082,V001,N,N,Y,15/09/2023,bstormon,RET003,Retracom Holdings Pty Ltd,AUD,5.0,MATS-001,Cleaning fee (wastetank),1.0,EA,58.0,0.0,,PPPPWIP,3093.0,Order Complete
ttOrder,3093/M00082,3093/M00082,3093/M00082,V001,N,N,Y,15/09/2023,bstormon,RET003,Retracom Holdings Pty Ltd,AUD,6.0,MATS-001,Delivery,1.0,EA,625.0,0.0,,PPPPWIP,3093.0,Order Complete
ttOrder,3093/M00082,3093/M00082,3093/M00082,V001,N,N,Y,15/09/2023,bstormon,RET003,Retracom Holdings Pty Ltd,AUD,7.0,MATS-001,Pickup,1.0,EA,625.0,0.0,,PPPPWIP,3093.0,Order Complete
ttOrder,3093/M00083,3093/M00083,3093/M00083,V001,Y,N,Y,15/09/2023,bstormon,TRAD10,Tradeline Site Solutions,AUD,1.0,MATS-001,1200 x 1800mm Coreflute Yellow Man Cut Out - Hands Down,50.0,EA,2714.45,2714.45,,PPPPWIP,3093.0,Order Complete
ttOrder,3093/M00083,3093/M00083,3093/M00083,V001,Y,N,Y,15/09/2023,bstormon,TRAD10,Tradeline Site Solutions,AUD,2.0,MATS-001,Custom Sticker A4 (to suit yellow men) - DANGER Overhead Powerlines ___m,50.0,EA,140.5,140.5,,PPPPWIP,3093.0,Order Complete
ttOrder,3093/M00083,3093/M00083,3093/M00083,V001,Y,N,Y,15/09/2023,bstormon,TRAD10,Tradeline Site Solutions,AUD,3.0,MATS-001,Safety Sign 1200 x 900mm Coreflute - Georgiou Construction Site (with head protection removed),50.0,EA,3250.0,3250.0,,PPPPWIP,3093.0,Order Complete
ttOrder,3093/M00083,3093/M00083,3093/M00083,V001,Y,N,Y,15/09/2023,bstormon,TRAD10,Tradeline Site Solutions,AUD,4.0,MATS-001,Safety Sign 600 x 450mm - This is a Hard Hat Area - etc,30.0,EA,618.0,618.0,,PPPPWIP,3093.0,Order Complete
ttOrder,3093/M00083,3093/M00083,3093/M00083,V001,Y,N,Y,15/09/2023,bstormon,TRAD10,Tradeline Site Solutions,AUD,5.0,MATS-001,Custom Design Magnet A5 - 3093 – TRC Flood Recovery Program – Site Check-in,20.0,EA,130.0,130.0,,PPPPWIP,3093.0,Order Complete
ttOrder,3093/M00083,3093/M00083,3093/M00083,V001,Y,N,Y,15/09/2023,bstormon,TRAD10,Tradeline Site Solutions,AUD,6.0,MATS-001,Custom Sticker 200 x 200mm - Water Extraction,50.0,EA,140.5,140.5,,PPPPWIP,3093.0,Order Complete
ttOrder,3093/M00083,3093/M00083,3093/M00083,V001,Y,N,Y,15/09/2023,bstormon,TRAD10,Tradeline Site Solutions,AUD,7.0,MATS-001,Custom Sticker 150 x 75mm - Georgiou 3093 Toowoomba Flood Recovery,100.0,EA,281.0,281.0,,PPPPWIP,3093.0,Order Complete
ttOrder,3093/M00084,3093/M00084,3093/M00084,V001,N,N,Y,18/09/2023,sdonald,IN2001,In2work Pty Ltd,AUD,7.0,MATS-001,Custom Sticker 150 x 75mm - Georgiou 3093 Toowoomba Flood Recovery,0.0,EA,0.0,0.0,,PPPPWIP,3093.0,Order Complete
ttOrder,3093/M00085,3093/M00085,3093/M00085,V001,Y,N,Y,19/09/2023,bstormon,RET003,Retracom Holdings Pty Ltd,AUD,1.0,MATS-001,Ablution Block 4.8x3.1 1F-3M+URINAL PROVISIONAL SUM ONLY,48.0,EA,6480.0,0.0,,PPPPWIP,3093.0,Order Complete
ttOrder,3093/M00085,3093/M00085,3093/M00085,V001,Y,N,Y,19/09/2023,bstormon,RET003,Retracom Holdings Pty Ltd,AUD,2.0,MATS-001,Landing (Step) 1.2x1.2,48.0,EA,0.0,0.0,,PPPPWIP,3093.0,Order Complete
ttOrder,3093/M00085,3093/M00085,3093/M00085,V001,Y,N,Y,19/09/2023,bstormon,RET003,Retracom Holdings Pty Ltd,AUD,3.0,MATS-001,Cleaning Fee (End of Rental) PROVISIONAL SUM ONLY,1.0,EA,136.0,0.0,,PPPPWIP,3093.0,Order Complete
ttOrder,3093/M00085,3093/M00085,3093/M00085,V001,Y,N,Y,19/09/2023,bstormon,RET003,Retracom Holdings Pty Ltd,AUD,4.0,MATS-001,Cleaning Fee (End of Rental) WASTE TANK CLEAN PROVISIONAL SUM ONLY,1.0,EA,58.0,0.0,,PPPPWIP,3093.0,Order Complete
ttOrder,3093/M00085,3093/M00085,3093/M00085,V001,Y,N,Y,19/09/2023,bstormon,RET003,Retracom Holdings Pty Ltd,AUD,5.0,MATS-001,Pickup Charge PROVISIONAL SUM ONLY,1.0,EA,625.0,0.0,,PPPPWIP,3093.0,Order Complete
ttOrder,3093/M00085,3093/M00085,3093/M00085,V001,Y,N,Y,19/09/2023,bstormon,RET003,Retracom Holdings Pty Ltd,AUD,6.0,MATS-001,Delivery Charge PROVISIONAL SUM ONLY,1.0,EA,625.0,0.0,,PPPPWIP,3093.0,Order Complete
ttOrder,3093/M00086,3093/M00086,3093/M00086,V001,Y,N,Y,18/09/2023,bstormon,MAST09,Master Hire,AUD,1.0,MATS-001,"#147428-01 - 4"" Centrifugal Pump CCP4#011 on",1.0,DAY,126.45,126.45,,8UPV010,3093.0,Order Complete
ttOrder,3093/M00086,3093/M00086,3093/M00086,V001,Y,N,Y,18/09/2023,bstormon,MAST09,Master Hire,AUD,2.0,MATS-001,"#147428-01 4"" Suction hose PUMPSH4-101 on",1.0,WK,59.5,59.5,,8UPV010,3093.0,Order Complete
ttOrder,3093/M00086,3093/M00086,3093/M00086,V001,Y,N,Y,18/09/2023,bstormon,MAST09,Master Hire,AUD,3.0,MATS-001,"#147428-01 - 4"" Foot Valve PUMP4FV-101 on",1.0,DAY,29.75,29.75,,8UPV010,3093.0,Order Complete
ttOrder,3093/M00086,3093/M00086,3093/M00086,V001,Y,N,Y,18/09/2023,bstormon,MAST09,Master Hire,AUD,4.0,MATS-001,"#147428-01 - 4"" Layflat Hose PUMPDH4-101 on",1.0,DAY,29.75,29.75,,8UPV010,3093.0,Order Complete
ttOrder,3093/M00086,3093/M00086,3093/M00086,V001,Y,N,Y,18/09/2023,bstormon,MAST09,Master Hire,AUD,5.0,MATS-001,"#147428-01 - 4"" Layflat Hose PUMPDH4-101",1.0,DAY,14.87,14.87,,8UPV010,3093.0,Order Complete
ttOrder,3093/M00087,3093/M00087,3093/M00087,V001,Y,N,Y,20/09/2023,bstormon,MAST09,Master Hire,AUD,1.0,MATS-001,"#147664-01 6""PUMP TRAILER MOUNTED SILENCED",4.0,WK,4400.0,0.0,,CDPV010,3093.0,Order Complete
ttOrder,3093/M00087,3093/M00087,3093/M00087,V001,Y,N,Y,20/09/2023,bstormon,MAST09,Master Hire,AUD,2.0,MATS-001,"#147664-01 6""SUCTION HOSE - 3m-PUMPSH6-101",4.0,WK,267.76,0.0,,CDPV010,3093.0,Order Complete
ttOrder,3093/M00087,3093/M00087,3093/M00087,V001,Y,N,Y,20/09/2023,bstormon,MAST09,Master Hire,AUD,3.0,MATS-001,"#147664-01 6""DELIVERY HOSE -",4.0,WK,267.76,0.0,,CDPV010,3093.0,Order Complete
ttOrder,3093/M00087,3093/M00087,3093/M00087,V001,Y,N,Y,20/09/2023,bstormon,MAST09,Master Hire,AUD,4.0,MATS-001,"#147664-01 6""SUCTION STRAINER - PUMP6ST-101",4.0,WK,119.0,0.0,,CDPV010,3093.0,Order Complete
ttOrder,3093/M00088,3093/M00088,3093/M00088,V001,Y,N,Y,21/09/2023,cmacdonald,THE078,THE TRUSTEE FOR BEVELUCK NO 2,AUD,1.0,MATS-001,1x house furniture,2.0,EA,5605.44,5605.44,,N031001,3093.0,Order Complete
ttOrder,3093/M00089,3093/M00089,3093/M00089,V001,Y,N,Y,21/09/2023,cmacdonald,THE078,THE TRUSTEE FOR BEVELUCK NO 2,AUD,1.0,MATS-001,4x TV,3400.0,EA,3400.0,3090.91,,N002191,3093.0,Order Complete
ttOrder,3093/M00090,3093/M00090,3093/M00089,V001,Y,N,Y,21/09/2023,cmacdonald,THE078,THE TRUSTEE FOR BEVELUCK NO 2,AUD,10.0,MATS-001,450RCP,14.04,M,1614.6,0.0,,FKDR050,3093.0,Order Complete
ttOrder,3093/M00090,3093/M00090,3093/M00089,V001,Y,N,Y,21/09/2023,cmacdonald,THE078,THE TRUSTEE FOR BEVELUCK NO 2,AUD,11.0,MATS-001,375RCP,74.88,M,6886.71,0.0,,FBDR050,3093.0,Order Complete
ttOrder,3093/M00090,3093/M00090,3093/M00089,V001,Y,N,Y,21/09/2023,cmacdonald,THE078,THE TRUSTEE FOR BEVELUCK NO 2,AUD,12.0,MATS-001,357RCP,28.08,M,2582.52,0.0,,GUDR050,3093.0,Order Complete
ttOrder,3093/M00090,3093/M00090,3093/M00089,V001,Y,N,Y,21/09/2023,cmacdonald,THE078,THE TRUSTEE FOR BEVELUCK NO 2,AUD,13.0,MATS-001,450RCP,9.36,M,1076.4,0.0,,1QDR050,3093.0,Order Complete
ttOrder,3093/M00090,3093/M00090,3093/M00089,V001,Y,N,Y,21/09/2023,cmacdonald,THE078,THE TRUSTEE FOR BEVELUCK NO 2,AUD,14.0,MATS-001,600RCP,42.12,M,7783.78,0.0,,FODR050,3093.0,Order Complete
ttOrder,3093/M00090,3093/M00090,3093/M00089,V001,Y,N,Y,21/09/2023,cmacdonald,THE078,THE TRUSTEE FOR BEVELUCK NO 2,AUD,15.0,MATS-001,450RCP,11.7,M,1345.5,0.0,,FMDR050,3093.0,Order Complete
ttOrder,3093/M00090,3093/M00090,3093/M00089,V001,Y,N,Y,21/09/2023,cmacdonald,THE078,THE TRUSTEE FOR BEVELUCK NO 2,AUD,16.0,MATS-001,450RCP,9.36,M,1076.4,0.0,,FADR050,3093.0,Order Complete
ttOrder,3093/M00090,3093/M00090,3093/M00089,V001,Y,N,Y,21/09/2023,cmacdonald,THE078,THE TRUSTEE FOR BEVELUCK NO 2,AUD,17.0,MATS-001,Delivery Included In the rates,0.0,EA,0.0,0.0,,GEDR050,3093.0,Order Complete
ttOrder,3093/M00090,3093/M00090,3093/M00090,V001,Y,N,Y,21/09/2023,bstormon,REIN05,Reinforced Concrete Pipes Aus,AUD,1.0,MATS-001,375RCP,30.42,M,2797.73,0.0,,GEDR050,3093.0,Order Complete
ttOrder,3093/M00090,3093/M00090,3093/M00090,V001,Y,N,Y,21/09/2023,bstormon,REIN05,Reinforced Concrete Pipes Aus,AUD,2.0,MATS-001,1200RCP Precast,14.04,M,9001.75,0.0,,FWDR050,3093.0,Order Complete
ttOrder,3093/M00090,3093/M00090,3093/M00090,V001,Y,N,Y,21/09/2023,bstormon,REIN05,Reinforced Concrete Pipes Aus,AUD,3.0,MATS-001,1050RCP Precast,28.08,EA,14195.84,0.0,,FWDR050,3093.0,Order Complete
ttOrder,3093/M00090,3093/M00090,3093/M00090,V001,Y,N,Y,21/09/2023,bstormon,REIN05,Reinforced Concrete Pipes Aus,AUD,4.0,MATS-001,375RCP,9.36,M,860.84,0.0,,FHDR050,3093.0,Order Complete
ttOrder,3093/M00090,3093/M00090,3093/M00090,V001,Y,N,Y,21/09/2023,bstormon,REIN05,Reinforced Concrete Pipes Aus,AUD,5.0,MATS-001,750RCP (CH930) (number of pipes required x,37.44,M,11587.68,0.0,,FQDR050,3093.0,Order Complete
ttOrder,3093/M00090,3093/M00090,3093/M00090,V001,Y,N,Y,21/09/2023,bstormon,REIN05,Reinforced Concrete Pipes Aus,AUD,6.0,MATS-001,900RCP,35.1,M,0.0,0.0,,FEDR050,3093.0,Order Complete
ttOrder,3093/M00090,3093/M00090,3093/M00090,V001,Y,N,Y,21/09/2023,bstormon,REIN05,Reinforced Concrete Pipes Aus,AUD,7.0,MATS-001,375RCP,23.4,M,2152.1,0.0,,FNDR050,3093.0,Order Complete
ttOrder,3093/M00090,3093/M00090,3093/M00090,V001,Y,N,Y,21/09/2023,bstormon,REIN05,Reinforced Concrete Pipes Aus,AUD,8.0,MATS-001,450RCP,14.04,M,1614.6,0.0,,FNDR050,3093.0,Order Complete
ttOrder,3093/M00090,3093/M00090,3093/M00090,V001,Y,N,Y,21/09/2023,bstormon,REIN05,Reinforced Concrete Pipes Aus,AUD,9.0,MATS-001,375RCP,11.7,M,1076.05,0.0,,FTDR050,3093.0,Order Complete
ttOrder,3093/M00091,3093/M00091,3093/M00091,V001,Y,N,Y,21/09/2023,cmacdonald,MED002,Mediaform Pty Ltd,AUD,1.0,MATS-001,Monitors,9.0,EA,1519.2,1519.2,,N002191,3093.0,Order Complete
ttOrder,3093/M00091,3093/M00091,3093/M00091,V001,Y,N,Y,21/09/2023,cmacdonald,MED002,Mediaform Pty Ltd,AUD,2.0,MATS-001,Docks,6.0,EA,1320.0,0.0,,N002191,3093.0,Order Complete
ttOrder,3093/M00091,3093/M00091,3093/M00091,V001,Y,N,Y,21/09/2023,cmacdonald,MED002,Mediaform Pty Ltd,AUD,3.0,MATS-001,Meetup camera,2.0,EA,2736.0,0.0,,N002191,3093.0,Order Complete
ttOrder,3093/M00092,3093/M00092,3093/M00092,V001,Y,N,Y,21/09/2023,cmacdonald,EUR006,Europcar VIC,AUD,1.0,MATS-001,Rental car,1389.55,EA,1389.55,1389.55,,N002110,3093.0,Order Complete
ttOrder,3093/M00093,3093/M00093,3093/M00093,V001,Y,N,Y,22/09/2023,cmacdonald,MYC001,MyCar Tyre and Auto,AUD,1.0,MATS-001,Tire repair,500.0,EA,500.0,31.8,,N002110,3093.0,Order Complete
ttOrder,3093/M00094,3093/M00094,3093/M00094,V001,Y,N,Y,25/09/2023,bstormon,REA001,Reali Supply,AUD,1.0,MATS-001,Cotton Drill Cargo Pants - Navy,3.0,EA,93.63,93.63,,N003001,3093.0,Order Complete
ttOrder,3093/M00094,3093/M00094,3093/M00094,V001,Y,N,Y,25/09/2023,bstormon,REA001,Reali Supply,AUD,2.0,MATS-001,Men's Lightweight Taped Two Tone Long Sleeve Shirt - Yellow/Navy,5.0,EA,168.65,168.65,,N003001,3093.0,Order Complete
ttOrder,3093/M00094,3093/M00094,3093/M00094,V001,Y,N,Y,25/09/2023,bstormon,REA001,Reali Supply,AUD,3.0,MATS-001,Vented Hard Hat Type 1 with Georgiou Pad Print,1.0,EA,13.82,13.82,,N003001,3093.0,Order Complete
ttOrder,3093/M00094,3093/M00094,3093/M00094,V001,Y,N,Y,25/09/2023,bstormon,REA001,Reali Supply,AUD,4.0,MATS-001,Hi Vis Soft Shell Jacket with 3M Tape,1.0,EA,80.75,80.72,,N003001,3093.0,Order Complete
ttOrder,3093/M00095,3093/M00095,3093/M00095,V001,Y,N,Y,26/09/2023,bstormon,PRE021,PRECISION SERVICE LOCATING PT,AUD,1.0,MATS-001,VAC truck 3.5>6KL,560.0,EA,112000.0,0.0,,EYDR005,3093.0,Order Complete
ttOrder,3093/M00095,3093/M00095,3093/M00095,V001,Y,N,Y,26/09/2023,bstormon,PRE021,PRECISION SERVICE LOCATING PT,AUD,2.0,MATS-001,VAC truck 6Kl,200.0,EA,43000.0,0.0,,EYDR005,3093.0,Order Complete
ttOrder,3093/M00095,3093/M00095,3093/M00095,V001,Y,N,Y,26/09/2023,bstormon,PRE021,PRECISION SERVICE LOCATING PT,AUD,3.0,MATS-001,Service Locator,280.0,EA,43400.0,0.0,,EYDR005,3093.0,Order Complete
ttOrder,3093/M00095,3093/M00095,3093/M00095,V001,Y,N,Y,26/09/2023,bstormon,PRE021,PRECISION SERVICE LOCATING PT,AUD,4.0,MATS-001,VAC truck Tip Fees,280.0,EA,5600.0,0.0,,EYDR005,3093.0,Order Complete
ttOrder,3093/M00095,3093/M00095,3093/M00095,V001,Y,N,Y,26/09/2023,bstormon,PRE021,PRECISION SERVICE LOCATING PT,AUD,5.0,MATS-001,Additional labour,200.0,EA,22000.0,0.0,,EYDR005,3093.0,Order Complete
ttOrder,3093/M00095,3093/M00095,3093/M00095,V001,Y,N,Y,26/09/2023,bstormon,PRE021,PRECISION SERVICE LOCATING PT,AUD,6.0,MATS-001,Admin Fee,1000.0,EA,1000.0,0.0,,EYDR005,3093.0,Order Complete
ttOrder,3093/M00096,3093/M00096,3093/M00096,V001,Y,N,Y,11/10/2023,bstormon,JAS002,Jasmond Transport Pty Ltd,AUD,1.0,PLAN-001,Tandems (13 tonne),0.0,HR,0.0,0.0,,FBDR051,3093.0,Order Complete
ttOrder,3093/M00096,3093/M00096,3093/M00096,V001,Y,N,Y,11/10/2023,bstormon,JAS002,Jasmond Transport Pty Ltd,AUD,2.0,PLAN-001,Twin Steers (18 tonne),160.25,HR,20832.5,20832.5,,FBDR051,3093.0,Order Complete
ttOrder,3093/M00096,3093/M00096,3093/M00096,V001,Y,N,Y,11/10/2023,bstormon,JAS002,Jasmond Transport Pty Ltd,AUD,3.0,PLAN-001,Truck and Dogs (29 tonne),0.0,HR,0.0,0.0,,FBDR051,3093.0,Order Complete
ttOrder,3093/M00096,3093/M00096,3093/M00096,V001,Y,N,Y,11/10/2023,bstormon,JAS002,Jasmond Transport Pty Ltd,AUD,4.0,PLAN-001,Truck and Dogs (33 tonne),0.0,HR,0.0,0.0,,FBDR051,3093.0,Order Complete
ttOrder,3093/M00096,3093/M00096,3093/M00096,V001,Y,N,Y,11/10/2023,bstormon,JAS002,Jasmond Transport Pty Ltd,AUD,5.0,PLAN-001,Truck and PBS Dogs (38 tonne),0.0,HR,0.0,0.0,,FBDR051,3093.0,Order Complete
ttOrder,3093/M00097,3093/M00097,3093/M00097,V001,Y,N,Y,26/09/2023,bstormon,CIV014,Civilmart,AUD,1.0,MATS-001,Old Homebush Road,4.0,EA,2436.0,0.0,,FBDR051,3093.0,Order Complete
ttOrder,3093/M00097,3093/M00097,3093/M00097,V001,Y,N,Y,26/09/2023,bstormon,CIV014,Civilmart,AUD,2.0,MATS-001,Meringandan Shirley Road,2.0,EA,4900.0,0.0,,FBDR051,3093.0,Order Complete
ttOrder,3093/M00097,3093/M00097,3093/M00097,V001,Y,N,Y,26/09/2023,bstormon,CIV014,Civilmart,AUD,3.0,MATS-001,Eric Road,2.0,EA,1218.0,0.0,,FBDR051,3093.0,Order Complete
ttOrder,3093/M00097,3093/M00097,3093/M00097,V001,Y,N,Y,26/09/2023,bstormon,CIV014,Civilmart,AUD,4.0,MATS-001,Gowrie Little Placeain,4.0,EA,2436.0,0.0,,FBDR051,3093.0,Order Complete
ttOrder,3093/M00097,3093/M00097,3093/M00097,V001,Y,N,Y,26/09/2023,bstormon,CIV014,Civilmart,AUD,5.0,MATS-001,450RCP Precast Headwall (CH10),2.0,EA,1384.0,0.0,,FBDR051,3093.0,Order Complete
ttOrder,3093/M00097,3093/M00097,3093/M00097,V001,Y,N,Y,26/09/2023,bstormon,CIV014,Civilmart,AUD,6.0,MATS-001,Linora Drive,2.0,EA,1218.0,0.0,,FBDR051,3093.0,Order Complete
ttOrder,3093/M00097,3093/M00097,3093/M00097,V001,Y,N,Y,26/09/2023,bstormon,CIV014,Civilmart,AUD,7.0,MATS-001,Glencoe Yalangur Road,2.0,EA,1384.0,0.0,,FBDR051,3093.0,Order Complete
ttOrder,3093/M00097,3093/M00097,3093/M00097,V001,Y,N,Y,26/09/2023,bstormon,CIV014,Civilmart,AUD,8.0,MATS-001,Kingsthorpe Silverleigh,2.0,EA,1384.0,0.0,,FBDR051,3093.0,Order Complete
ttOrder,3093/M00097,3093/M00097,3093/M00097,V001,Y,N,Y,26/09/2023,bstormon,CIV014,Civilmart,AUD,9.0,MATS-001,Gowrie Lilyvale Road,2.0,EA,1384.0,0.0,,FBDR051,3093.0,Order Complete
ttOrder,3093/M00097,3093/M00097,3093/M00097,V001,Y,N,Y,26/09/2023,bstormon,CIV014,Civilmart,AUD,10.0,MATS-001,Bischoffs Road,2.0,EA,1384.0,0.0,,FBDR051,3093.0,Order Complete
ttOrder,3093/M00098,3093/M00098,3093/M00098,V001,Y,N,Y,26/09/2023,bstormon,MOT004,Mottley Civil Pty Ltd,AUD,1.0,MATS-001,Grader,546.69,EA,117538.35,0.0,,1LPV011,3093.0,Order Complete
ttOrder,3093/M00098,3093/M00098,3093/M00098,V001,Y,N,Y,26/09/2023,bstormon,MOT004,Mottley Civil Pty Ltd,AUD,2.0,MATS-001,Roller - Smooth drum or pad foot - 12 ton,446.89,EA,49157.46,0.0,,1LPV011,3093.0,Order Complete
ttOrder,3093/M00098,3093/M00098,3093/M00098,V001,Y,N,Y,26/09/2023,bstormon,MOT004,Mottley Civil Pty Ltd,AUD,3.0,MATS-001,Roller - multi tyre - 18-20 ton,744.81,EA,81929.1,0.0,,1LPV011,3093.0,Order Complete
ttOrder,3093/M00098,3093/M00098,3093/M00098,V001,Y,N,Y,26/09/2023,bstormon,MOT004,Mottley Civil Pty Ltd,AUD,4.0,MATS-001,Truck - Semi Side Tipper - 22-24 payload,1087.81,EA,201244.67,0.0,,1LPV011,3093.0,Order Complete
ttOrder,3093/M00098,3093/M00098,3093/M00098,V001,Y,N,Y,26/09/2023,bstormon,MOT004,Mottley Civil Pty Ltd,AUD,5.0,MATS-001,Water cart - rigid - 10-12 KL,356.88,EA,44610.0,0.0,,1LPV011,3093.0,Order Complete
ttOrder,3093/M00098,3093/M00098,3093/M00098,V001,Y,N,Y,26/09/2023,bstormon,MOT004,Mottley Civil Pty Ltd,AUD,6.0,MATS-001,General Labour,500.0,EA,32500.0,0.0,,1LPV011,3093.0,Order Complete
ttOrder,3093/M00098,3093/M00098,3093/M00098,V001,Y,N,Y,26/09/2023,bstormon,MOT004,Mottley Civil Pty Ltd,AUD,7.0,MATS-001,23T Loader,192.77,EA,32771.67,0.0,,1LPV011,3093.0,Order Complete
ttOrder,3093/M00099,3093/M00099,3093/M00099,V001,Y,N,Y,26/09/2023,ajeffery,EUR003,Europcar WA,AUD,1.0,MATS-001,Hire dual cab 4x4 while V442 is repaired,1.0,EA,600.0,0.0,,N002110,3093.0,Order Complete
ttOrder,3093/M00101,3093/M00101,3093/M00101,V001,Y,N,Y,27/09/2023,cmacdonald,TRAD10,Tradeline Site Solutions,AUD,1.0,MATS-001,Safety Flags - BLUE Bunting - 30m,17.0,EA,259.6,259.6,,N003001,3093.0,Order Complete
ttOrder,3093/M00101,3093/M00101,3093/M00101,V001,Y,N,Y,27/09/2023,cmacdonald,TRAD10,Tradeline Site Solutions,AUD,2.0,MATS-001,DYMARK Spray and Mark Layout Paint,48.0,EA,318.73,318.73,,N003001,3093.0,Order Complete
ttOrder,3093/M00101,3093/M00101,3093/M00101,V001,Y,N,Y,27/09/2023,cmacdonald,TRAD10,Tradeline Site Solutions,AUD,3.0,MATS-001,Flagging Tape 25mm x 100m - Pink,10.0,EA,63.83,63.83,,N003001,3093.0,Order Complete
ttOrder,3093/M00101,3093/M00101,3093/M00101,V001,Y,N,Y,27/09/2023,cmacdonald,TRAD10,Tradeline Site Solutions,AUD,4.0,MATS-001,Flagging Tape 25mm x 100m - Blue,10.0,EA,63.83,63.83,,N003001,3093.0,Order Complete
ttOrder,3093/M00101,3093/M00101,3093/M00101,V001,Y,N,Y,27/09/2023,cmacdonald,TRAD10,Tradeline Site Solutions,AUD,5.0,MATS-001,Delivery - Regional,1.0,EA,32.9,32.9,,N003001,3093.0,Order Complete
ttOrder,3093/M00102,3093/M00102,3093/M00102,V001,Y,N,Y,27/09/2023,cmacdonald,RED001,Red Leaf Projects Pty Ltd,AUD,1.0,LABR-001,Fauna Spotter catcher,20.0,HR,2500.0,0.0,,N001903,3093.0,Order Complete
ttOrder,3093/M00102,3093/M00102,3093/M00102,V001,Y,N,Y,27/09/2023,cmacdonald,RED001,Red Leaf Projects Pty Ltd,AUD,2.0,LABR-001,"Reporting (pre-clearance, certification/post",20.0,HR,2500.0,0.0,,N001903,3093.0,Order Complete
ttOrder,3093/M00102,3093/M00102,3093/M00102,V001,Y,N,Y,27/09/2023,cmacdonald,RED001,Red Leaf Projects Pty Ltd,AUD,3.0,PLAN-001,Vehicle – from nearest Redleaf Office,150.0,KM,187.5,0.0,,N001903,3093.0,Order Complete
ttOrder,3093/M00102,3093/M00102,3093/M00102,V001,Y,N,Y,27/09/2023,cmacdonald,RED001,Red Leaf Projects Pty Ltd,AUD,4.0,LABR-001,Flora survey for invasive species within,10.0,HR,1700.0,0.0,,N001903,3093.0,Order Complete
ttOrder,3093/M00103,3093/M00103,3093/M00103,V001,Y,N,Y,27/09/2023,bstormon,DSWO01,DS Workwear,AUD,1.0,MATS-001,Cool L/weight C/drill Pant Navy 94L,5.0,EA,114.75,114.75,,N003001,3093.0,Order Complete
ttOrder,3093/M00103,3093/M00103,3093/M00103,V001,Y,N,Y,27/09/2023,bstormon,DSWO01,DS Workwear,AUD,2.0,MATS-001,Bisley Softshell Jacket Hi Vis Y/N Taped XL,1.0,EA,60.62,60.62,,N003001,3093.0,Order Complete
ttOrder,3093/M00103,3093/M00103,3093/M00103,V001,Y,N,Y,27/09/2023,bstormon,DSWO01,DS Workwear,AUD,3.0,MATS-001,Canvas Sun Hat Navy C/w Flap/Toggle Lge,20.0,EA,162.8,162.73,,N003001,3093.0,Order Complete
ttOrder,3093/M00103,3093/M00103,3093/M00103,V001,Y,N,Y,27/09/2023,bstormon,DSWO01,DS Workwear,AUD,4.0,MATS-001,Embroidery,1.0,EA,4.14,4.13,,N003001,3093.0,Order Complete
ttOrder,3093/M00103,3093/M00103,3093/M00103,V001,Y,N,Y,27/09/2023,bstormon,DSWO01,DS Workwear,AUD,5.0,MATS-001,Delivery,1.0,EA,25.0,25.0,,N003001,3093.0,Order Complete
